Date,Open,High,Low,Close,Volume,diff,label,direction,veder_neg,veder_pos,veder_neu,veder_compound,tw_direction,roberta_large_score,roberta_large_scores,count,texts,d_veder_compound,d_roberta_large_score,d_tw_direction
2015-01-20,48.68999862670898,48.77000045776367,45.88999938964844,46.38999938964844,438892,2.299999237060547,0,-1,0.086,0.143090909090909,0.7709090909090908,0.0411909090909091,-0.6363636363636364,-0.2719083211636364,"[ 0.99855202  0.98880589  0.99611557 -0.99939895 -0.98278815 -0.99795014
 -0.995148    0.9937982  -0.9977271  -0.99718058 -0.9980703 ]",11.0,"['woodside, ongc among world’s best protected from oil’s plunge '
 'schlumberger to pay $1.7 billion for stake in russia driller by stephen bierman '
 'halliburton fourth-quarter profit rises as oil prices tumble by '
 'saudi arabia delays $109 billion solar plant by 8 years by '
 ""jobless oilmen left waiting for boom in mexico's energy reform by ""
 'true companies oil spill into yellowstone river triggers state of emergency, threatens drinking water in montana '
 ""price collapse hits scavengers who scrape the bottom of big oil's barrel by ""
 'how clean is your cloud? amazon buys power | by $amzn'
 ""which longtime ceo departed suddenly amid oil rout? apache's farris | by $apa""
 'apache ceo abruptly replaced as oil price collapse enters exec offices | by $apa '
 ""the good news: you're the new governor of texas. the bad news: oil prices have cratered | ""]",1.0,-1.0,-1.0
2015-01-21,46.68999862670898,48.20000076293945,46.54999923706055,47.77999877929688,340252,-1.0900001525878906,1,1,0.1681666666666667,0.0855,0.7463333333333333,-0.1802833333333333,-0.6666666666666666,-0.6633698543000001,[-0.99860448 -0.99878746  0.99877495 -0.99661356 -0.9924596  -0.99252898],6.0,"['crude collapse has investors braced for ’80s-like oil casualties by and '
 'on further review. oman joins oil producers, says opec made a bad decision by '
 'on the road to paris, , plan june 18 concerts for climate by '
 '*oil exporters should treat price drop as largely permanent: imf'
 'halliburton &amp; schlumberger in turf war as they vie for market share during slump | by $hal $slb'
 'kinder morgan to buy hiland partners for about $3 billion for bakken foothold | by ']",-1.0,-1.0,-1.0
2015-01-22,47.34999847412109,49.09000015258789,45.869998931884766,46.310001373291016,426829,1.039997100830078,0,-1,0.1217857142857143,0.0928571428571428,0.7854285714285714,-0.04695,-0.4285714285714285,-0.1455225476,"[ 0.99671304  0.99283135  0.96196401  0.9977597   0.99336892 -0.99806398
 -0.99655223 -0.99911517 -0.99553573 -0.99804389  0.99853146 -0.99661523
 -0.99639797 -0.99815995]",14.0,"['obama in gas mask frames hope of cleaner air for india’s cities '
 ""when it comes to climate, modi is more worried about renewables than obama's emission cuts ""
 'suzlon to sell german unit to centerbridge for $1.2 billion '
 'india has the look, and buzz, of a red-hot market on oil '
 'pipeline tycoon kinder morgan expands into bakken with $3 billion deal by , and '
 'china says u.s. solar ruling imposing tariffs will hurt global clean energy development by and '
 'opec will blink first in battle with shale drillers, poll shows by '
 'boom interrupted. africa oil push on hold as prices spur explorer caution: by '
 'conspiracy theory: venezuela sees u.s. wielding oil as a weapon to ‘destroy’ nation by and jose orozco'
 'correct: eu lawmakers reject carbon-fix opinion in clash over ambition '
 ""bank of canada's surprise interest rate cut gives commodity companies an immediate boost amid oil bust. via ""
 'oil drillers ‘going to die’ in 2q on crude price swoon | by '
 ""that hiland system that kmi just paid $3bln for? a judge valued harold hamm's 62% stake at $248mln two months ago in divorce proceedings.""
 "" opponent tom steyer says he won't run for 's senate seat""]",-1.0,-1.0,-1.0
2015-01-23,46.630001068115234,47.7599983215332,45.209999084472656,45.59000015258789,374289,1.0400009155273438,0,-1,0.1292857142857143,0.0572857142857142,0.8134285714285714,-0.0974142857142857,-0.4285714285714285,0.4244879313857143,"[ 0.99247122  0.99814188 -0.99929392  0.9876703   0.99029303  0.9936707
 -0.99153769]",7.0,"['santos beats sales estimates, reviews writedowns on oil drop '
 'obama visit to ignite india’s nuclear accident liability debate '
 ""new king probably won't change oil policy by ""
 'our obituary of king abdullah, by '
 'one-day well test results get good publicity, but are they good predictors? reports -- '
 'need a view of oil driller pain? go west! by &amp; '
 ""oil won't return to $100/bbl, saudi prince alwaleed tells ""]",-1.0,1.0,-1.0
2015-01-26,45.20000076293945,46.40999984741211,44.34999847412109,45.150001525878906,310638,0.0499992370605468,0,-1,0.1316363636363636,0.0311818181818181,0.8371818181818181,-0.1001363636363636,-0.6363636363636364,-0.4534365101272727,"[-0.99789619  0.99148262 -0.99859506 -0.99470818 -0.99461973  0.99852031
 -0.99699956 -0.99333823 -0.99881053  0.99532348 -0.99816054]",11.0,"['hedge funds bet oil will fall further as supply rises most since 2001 by '
 'get your boots on. new york may get three feet of snow starting monday by '
 'u.k. lawmakers urge fracking delay on water, climate risk by '
 'for saudis, falling demand for oil is a bigger concern than falling prices by '
 ""where to buy gas for $0.002 a gallon. that's right; one-fifth of a penny by ""
 'nuclear liability breakthrough brings obama, modi closer by and '
 'obama moves to put much of arctic refuge off limits to drilling by and '
 ""it's called boom-bust: opec's secretary-general sees oil prices at $200 if new investments aren't made ""
 '$bp starts freezing worker pay on oil price drop | '
 'energy transfer buys regency after price swings make clear it needs stronger balance sheet to grow | by '
 'who is defying bonds terms to cut oil royalties in argentina? chubut province | by ']",-1.0,-1.0,-1.0
2015-01-27,45.130001068115234,46.54999923706055,44.810001373291016,46.22999954223633,313141,-1.0999984741210938,1,1,0.1441111111111111,0.0797777777777777,0.7761111111111111,-0.0855555555555555,-0.3333333333333333,-0.1061752902111111,"[-0.94402289 -0.9934237   0.99604452 -0.98898113  0.973961    0.99806505
 -0.996988    0.99627906 -0.99651152]",9.0,"['blizzard warning for nyc cancelled. snow dump from nyc to boston reduced by forecasters '
 'aramco says saudis won’t ‘singlehandedly’ balance crude market vy and '
 'sharp said near deal to sell recurrent energy solar unit by grace huang and '
 'opec’s el-badri: $200 oil possible if investment in oil and gas lags by grant smith '
 'pipeline billionaire kelcy warren paves the way for energy market empire building by and '
 ""cuba's largest foreign company says the island holds promise for patient mine/energy investors. via ""
 'goldman sachs’s cohn says oil prices may hit $30 in extended slump '
 '*u.s. to open atlantic from virginia to georgia for oil drilling'
 'why low oil prices hurt caterpillar | by $cat']",-1.0,-1.0,-1.0
2015-01-28,45.83000183105469,45.83000183105469,44.08000183105469,44.45000076293945,365440,1.3800010681152344,0,-1,0.2204545454545455,0.0665454545454545,0.713,-0.3467909090909091,-0.6363636363636364,-0.6362785371818181,"[ 0.99556762 -0.9969061  -0.99846542 -0.99631506  0.9864769  -0.99630439
 -0.99869967 -0.99869066 -0.99939799 -0.99775738 -0.99857175]",11.0,"['showa shell unit, chopro to build 30mw solar station in japan by chisaki watanabe'
 'goldman sees commodities as worst pick before year-end rally by and '
 'oil’s slide triggers lng drop as indian demand seen rising by anna shiryaevskaya'
 'crude at $49: big oil faces the new reality of slow growth, low prices by '
 'iraq oil surge fans rivalry as intra-opec price war that triggered slump rages by grant smith '
 'on the road to $2 gasoline pump prices break 123-day losing streak with a half-penny rise by '
 'sasol delays decision on $14 billion u.s. gas-to-liquids plant on oil drop by '
 'oil collapse threatens obama’s cherished clean-energy initiatives by and '
 'hess posts loss after boosting output ahead of oil collapse | by '
 'defaults on oil loans loom over energy executives gathered at whistler ski resort by and '
 'petrobras slashes spending as graft costs converge with oil rout by ']",-1.0,-1.0,-1.0
2015-01-29,44.43000030517578,44.959999084472656,43.58000183105469,44.52999877929688,300732,-0.0999984741210937,1,1,0.1454545454545454,0.0899090909090909,0.7646363636363638,-0.1357909090909091,-0.2727272727272727,-0.0923351374545454,"[-0.99780172  0.99770075 -0.99889427 -0.99827218  0.99807501  0.99860865
  0.98926544 -0.99822503  0.99176508 -0.99847835 -0.99942988]",11.0,"['conocophillips sees first quarterly loss since 2008 on worst oil price crash in five years by '
 'total wins stake in abu dhabi’s top onshore oil fields by '
 'shell cuts $15 billion of spending as profit misses targets on worst oil-price crash in 5 years by '
 'oil’s plunge hits houston office sales, calgary leases slump by hui-yong yu and '
 ""everything's bigger in texas. university endowment tops $25 billion, beating yale by michael mcdonald and ""
 'penoles primed for payback from gold and silver rally '
 ""``czech coal or putin’s gas?'' miners march in prague for looser environmental limits by ladka mortkowitz bauerova""
 'religious conservatives hold sway as saudi window of tolerance slams shut by '
 'petrobras ceo foster faces off vs bin laden in rio carnival by '
 'petrobras warns graft losses may increase as carwash probe widens by '
 'college grads see less upside in oil as price crash hurts recruiting efforts by ']",-1.0,-1.0,-1.0
2015-01-30,44.630001068115234,48.34999847412109,44.310001373291016,48.2400016784668,454142,-3.6100006103515625,1,1,0.1613076923076923,0.1246153846153846,0.7140769230769232,-0.0602615384615384,-0.5384615384615384,-0.2309180177153846,"[ 0.99876606 -0.99873692 -0.98305351 -0.99700767  0.99402606 -0.99938202
 -0.99929476 -0.99884218  0.99843162 -0.99831545  0.987975    0.98962867
 -0.99612916]",13.0,"[""oil's pain, renewables' gain. fuel subsidies fall in win for wind, solar by ""
 ""cheap oil burns $390 billion hole in investors' pockets by asjylyn loder and ""
 'all aboard! ‘bomb train’ neighbors’ lawsuits sidetrack oil-rail plans by '
 ""oil's next casualty: government budgets by a catarina saraiva ""
 'epa critique buoys keystone critics after congress approves transcanada pipeline project by and '
 'chevron profits fall to lowest since 2009 as oil prices collapse by '
 ""asia's drivers are losing to americans at the pump: chart by ""
 'chevron guts spending most since ’03 as profit takes dive by '
 'coffee smuggling offers lifeline to vanishing venezuelan farmers by '
 ""chevron suspends share buybacks for 2015 amid crude's collapse by ""
 'advanced emissions falls after kpmg resigns by '
 'clean hands to carwash: brazil probe follows italy model by '
 'chevron slowing spending on canada project because of volatile markets via and $cvx ']",-1.0,-1.0,-1.0
2015-02-02,47.59000015258789,50.560001373291016,46.66999816894531,49.56999969482422,511409,-1.979999542236328,1,1,0.0174999999999999,0.097,0.8855000000000001,0.1607166666666666,-0.6666666666666666,-0.6428696016666667,[-0.99745768  0.99836165 -0.99636334 -0.99078816 -0.87245595 -0.99851412],6.0,"['united steelworkers strike affects more than 10% of u.s. oil refinery capacity | '
 'credit-challenged oil producers seeing new ways to stay afloat | by '
 'exxon profit falls in new era of frugality | $xom by '
 'imperial goes ahead with oil-sands expansion plans, despite price drop | $imo by '
 'turning china\'s ""fecal sludge"" into black gold | '
 ""how one chart abruptly ended moncrief's $1.37bln suit against gazprom | ""]",1.0,-1.0,-1.0
2015-02-03,49.790000915527344,54.2400016784668,49.68999862670898,53.04999923706055,644919,-3.259998321533203,1,1,0.1143333333333333,0.1297777777777778,0.7557777777777779,0.0288444444444444,-0.5555555555555556,-0.3333468834555556,"[ 0.98361397 -0.995583   -0.99788147 -0.99946004  0.99876654 -0.99905485
  0.99840504 -0.99195331 -0.99697483]",9.0,"['cnooc to raise output as much as 15%, even as oil plunge spurs spending cut by aibing guo and '
 'for sale: cash-starved oil producers trade treasured pipelines and processing plants for cash by '
 'shell meets us oil workers union as strike shuts refinery by and jessica summers '
 'united steelworkers say shell contract talks broke down over health care costs by '
 ""california's clean energy bet pays off in jobs by and ""
 'refineries to rely on automation as workers strike over contract by and '
 'falkland drilling shows oil exploration isn’t dead yet as costs drop by nidaa bakhsh '
 'epa keystone review links oil sands to carbon emission jump by and '
 'tesoro’s california refining dominance targeted in union strikes by ']",1.0,-1.0,-1.0
2015-02-04,51.66999816894531,52.560001373291016,47.95000076293945,48.45000076293945,577515,3.21999740600586,0,-1,0.247,0.0,0.753,-0.45675,-0.5,-0.49018867315,[-0.99614209 -0.99764675  0.99098033 -0.95794618],4.0,"['petrobras ceo steps down amid brazil’s biggest graft scandal by '
 'libya islamists seen capturing oil field in quest for cash by '
 'no bust seen as north dakota oil companies keep staff amid price collapse '
 'no keystone, no problem for canadian oil seeking ports by aaron clark, and ']",-1.0,-1.0,-1.0
2015-02-05,48.66999816894531,52.09999847412109,47.36000061035156,50.47999954223633,596851,-1.810001373291016,1,1,0.176,0.1057777777777777,0.7182222222222223,-0.1230888888888889,-0.5555555555555556,-0.3348648415666666,"[-0.99797302  0.97516179 -0.998083    0.99821055 -0.99814498 -0.99863189
 -0.99588412 -0.99130917  0.99287027]",9.0,"['how petrobras corruption scandal chilled friendship between brazilian president and ex-ceo | '
 'conservative critics take their counterattack on global warming to the classroom | by '
 'weatherford to cut 5,000 jobs after oil collapse | $wft'
 ""what's the top performing energy stock of the past 5 years? has the answer.... ""
 'did we say 5,000 job cuts? make that more like 8,000, weatherford says on call $wft'
 'dupont rejects peltz in proxy fight with activist trian by '
 'dreams of $2 gasoline may have hit a roadblock | by &amp; '
 'petrobras ceo search is tug of war between government and market | by '
 'this is not 1986: andy hall sees oil rebound to $65 benefiting by ']",-1.0,-1.0,-1.0
2015-02-06,50.86000061035156,53.15999984741211,50.720001220703125,51.68999862670898,584976,-0.8299980163574219,1,1,0.124090909090909,0.0975454545454545,0.7783636363636363,-0.061290909090909,-0.2727272727272727,-0.4516396956090911,"[-0.99946994 -0.99901152 -0.99189329  0.99809676 -0.99689603 -0.99916041
 -0.99854636 -0.99866927 -0.97831613  0.99720639  0.99862313]",11.0,"['chaos weighs on petrobras employees as work continues in a management vacuum '
 'statoil deepens spending cuts as oil price rout saps profits by '
 ""talks to end oil worker's strike suspended as white house urges deal by and ""
 'this is not your 1986 oil crash. andy hall sees crude rebounding to $65 benefiting shale by '
 ""oil bust hits aberdeen's diamond merchants by ""
 'wrenches like t-rex femurs? texas swagger fades as opec squeezes oil town by '
 'california manufacturers warn of skyrocketing costs under toughest us carbon curbs by '
 'petrobras said to opt for state bank boss as ceo; shares plunge by '
 'oil-rich alberta plans to lean on consumers to offset lost revenue from royalties by '
 'petrobras names state banker ceo -- ""he was the only one willing to take the job"" '
 'oil prices are headed for biggest two-week gain in 17 years | ']",-1.0,-1.0,-1.0
2015-02-09,52.0099983215332,53.9900016784668,51.650001525878906,52.86000061035156,536364,-0.8500022888183594,1,1,0.0967777777777777,0.1083333333333333,0.795,0.0140222222222222,-0.3333333333333333,-0.1118463542666666,"[ 0.99769115 -0.99818146 -0.99887866 -0.99623775 -0.99807251  0.99772066
  0.99002564 -0.99837399  0.99768972]",9.0,"['oil gains as u.s. drillers cut rigs amid global oversupply by '
 'opec cuts forecast for u.s. oil-supply growth as price rout curbs drilling by grant smith '
 'hedge funds most bearish on oil in 4 years after rally fails to impress: energy by '
 'who said $2 gas? us pump prices rise 1st time since june by jessica summers and '
 'chevron said to cut oil output from saudi-kuwaiti fields on worker shortage by '
 'stockholm power goes green as wood ousts coal: carbon &amp; climate by '
 'alberta is in discussions with alaska about shipping oil-sands crude through the u.s. state. via $trp $enb'
 'ice cream is off the menu as south african blackouts persist by '
 'tisch says drilling recovery a matter of time, defends diamond by and ']",1.0,-1.0,-1.0
2015-02-10,52.43000030517578,52.650001525878906,49.86000061035156,50.02000045776367,501701,2.4099998474121094,0,-1,0.1623333333333333,0.1034444444444444,0.7342222222222223,-0.0813111111111111,-0.5555555555555556,-0.5519848598222222,"[-0.99844104  0.99607277  0.99857914 -0.98851633 -0.99650759 -0.99345654
 -0.99700987 -0.99090427 -0.99768001]",9.0,"['breaking: talisman takes $1.37 billion charge on falling crude-oil price by '
 'breaking: occidental agrees to $500 million oil exploration in uae by '
 'europe wind power booms on german demand as 2015 set for record by and '
 'heard of re-fracking? drillers take 2nd crack at fracking old wells to cut cost by '
 ""oilman becomes milkman as norway's best jobs disappear by ""
 'u.s. fracking bet haunts vikas after oil plunge: corporate india by prabhudatta mishra '
 'as recession looms, russia faces battle over billions in oil taxes after crude rout by elena mazneva'
 'risks of climate engineering weighed as `last-ditch’ solution by '
 'halliburton to cut up to 8% of global workforce reports $hal']",-1.0,-1.0,-1.0
2015-02-11,50.97999954223633,51.13999938964844,48.04999923706055,48.84000015258789,519272,2.139999389648437,0,-1,0.06875,0.1415,0.7897500000000001,0.1588,-0.5,0.249411880975,"[ 0.99517715  0.99831128 -0.99434185 -0.99654275  0.99825448  0.99588275
  0.99522263 -0.99666864]",8.0,"[""let's make a deal. evercore says energy group ‘busier than ever’ as deals expected on oil rout by ""
 'crude’s pain is others’ gain as consumer boost outweighs layoffs by and '
 'oil producers outside opec caught in crossfire with shale by grant smith '
 'cameron’s bid to tap shale-gas founders amid fracking bans by nidaa bakhsh and '
 'apple clinches $850 million deal with first solar for renewable energy by '
 'colombia seeks royalties change to revive oil production by '
 ""no reason to expect to cut production for years, says apollo global's head of energy. by ""
 ""athabasca oil's lenders imposing unusual borrowing terms. by $ath ""]",1.0,1.0,-1.0
2015-02-12,49.41999816894531,51.59999847412109,49.13999938964844,51.209999084472656,563662,-1.7900009155273438,1,1,0.0513,0.025,0.9237,-0.07324,-0.6,-0.20461785793,"[-0.99660528 -0.99762875 -0.98522586 -0.99812442  0.98063034  0.95243722
  0.99809796 -0.99719489 -0.98965806  0.98709315]",10.0,"['global oil layoffs exceed 100,000 by '
 'the crude bust in real time. global oil layoffs exceed 100,000 by '
 'activist investor peltz hastens dupont’s divorce from wilmington by '
 'utilities beware. tesla plans battery for household energy-storage market by and '
 'nuclear taboo under review in uranium-rich australia by '
 'calling the kettle black. shell calls on big oil peers to speak up on climate change by and '
 'rt : teck reaffirmed commitment to fund fort hills oil-sands project even as coal price falls. $tck'
 'plastics weighing as much as 191 titanics clog oceans by '
 'u.s. facing worst ‘megadrought’ in 1,000 years due to global warming by '
 'apache shows how to put the brakes on shale | $apa by ']",-1.0,-1.0,-1.0
2015-02-13,51.34999847412109,53.43000030517578,51.02999877929688,52.77999877929688,437072,-1.4300003051757812,1,1,0.0461428571428571,0.1257142857142857,0.8281428571428571,0.1442285714285714,0.4285714285714285,0.9966851983714288,"[0.99725986 0.99088997 0.99850416 0.9976005  0.99847549 0.99788839
 0.99617803]",7.0,"['japan has more places to charge an electric car than buy gasoline. by '
 ""why idled rigs don't mean less oil | by ""
 'transcanada shipments on southern leg of boost 4q profit by $trp'
 'aruba taxi driver saves $17,000/yr bringing gasoline from venezuela by '
 'gazprom having best year ever! (if you count in rubles) | '
 '. promotes fatih birol from chief economist to executive director'
 'tesoro ceo says his refineries can run for a ""very long period"" amid the strike | by $tso']",1.0,1.0,1.0
2015-02-17,52.75,54.150001525878906,50.810001373291016,53.52999877929688,518799,-0.779998779296875,1,1,0.0961428571428571,0.1284285714285714,0.7754285714285715,0.0116571428571428,-0.4285714285714285,-0.1415906633857143,"[ 0.99833602 -0.99745792  0.99333149 -0.98990625  0.99756753 -0.99844164
 -0.99456388]",7.0,"['oil rises as opec producers signal optimism over recovery by '
 'oil train derails and ignites forcing west virginia evacuations by nancy moran '
 'sanctions loophole lets oil giants bid in arctic by dina khrennikova and andrey lemeshko '
 'libya’s chaos puts neighbors on alert as italy weighs action by '
 'kuwait sees crude recovering amid plans to add more rigs by and '
 ""sunshine state's policies cloud prospects for rooftop solar’s growth in florida: by ""
 ""warren buffett's berkshire hathaway sold all its exxon stock during the last three months of 2014 $xom $brk/a""]",1.0,-1.0,-1.0
